text,emotion
나 내일 입원해. 원래부터 허리가 안 좋았거든. 무리하지 말라고 했는데 바쁘다는 핑계로 방치했던 거야. 다행히 간단한 수술 후 재활 치료를 받을 거야.,sadness
오랜만에 옛날 친구를 만났는데 편안하게 대화할 수 있었어. 직장동료나 사회 나와서 만난 친구는 어딘지 불편했거든. 역시 오래된 친구와 만나야 편한 기분이 드나 봐.,joy
결혼해야 되는데 걱정이야. 코로나가 터져서 결혼 준비하는데 차질이 생겼어. 그래서 결혼 두 달 후로 미룰 거야.,anxiety
내가 너무 부족해서 팀원들에게 피해를 끼칠 수 있을 것 같아서 너무 불안해. 매일 걱정스럽고 불안한 하루를 보내고 있는데. 이 상황을 극복할 방법이 없을까? 업무 파악을 남들보다 더 많은 시간을 들여서 하려고. 노력하면 좋은 결과가 있겠지.,anxiety
친한 친구가 대장암에 걸렸다는 소식을 들었어. 너무 혼란스러워. 나와 정말 친했던 친구였어. 그 친구가 건강해졌으면 좋겠어. 친구도 불안할 테니 전화를 한번 해봐야겠어.,anxiety
팔팔할 땐 돈 모으는 재미가 있었는데. 일을 못 하는 상황이 되니 불행해진 것 같아. 이제 다리가 아파서 오래 서 있지도 못해. 너무 서럽다. 모르겠어. 그래도 무언가 시작해야겠지.,sadness
친구들이 내 생일을 잊고 있었대. 친구들 모두 바쁘니까 이해가 가면서도 나는 친구들 생일을 항상 잘 챙겨서 친구들에게 실망스러워. 같이 생일파티 하자고 한 친구까지 내 생일을 잊고 있었대. 속상한 마음에 울어버렸지 뭐야. 친구들이 진심으로 미안하다고 사과하고 위로해줘서 기분이 좀 나아졌어.,sadness
나는 하는 일도 없고 만나는 사람도 없어. 나는 불쌍한 사람이야. 최근에 나를 돌아보니 그렇더라고. 나는 어째서 친하게 지낼 사람 하나 없는지 모르겠어. 교회는 다니는데 주일날 교회만 갔다가 금방 돌아와.,sadness
이제 늙으니까 몸이 아파서 남편 밥도 잘 못 챙겨주고 돌보지도 못할 것 같아서 슬퍼. 몸이 안 좋아지니까 서로 대화도 잘 못 하고 챙기지도 못하네. 밥 같은 건 잘 못 챙겨줘도 서로 함께 하는 시간을 가져야겠어.,sadness
부모님에게 계속 의지하는 게 좋을까. 아무런 쓸모도 없는 사람 같아서 죽고 싶어. 지금 직업으로는 부모님에게 되레 짐일 것 같아. 난 정말 쓰레기인가 봐. 일단 적금부터 들어서 조금씩 차곡차곡 돈을 모아야겠어. 부모님에게 짐이 되긴 싫으니까.,anger
오랜 주부 생활로 허리디스크가 생겼는데 수술이 잘 끝나서 요즘 허리가 많이 편안한 거 같아. 다만 의사 선생님이 허리 관리를 잘해야 다시 디스크가 생기지 않는다고 주의하라고 하네. 허리 관리를 잘하고 무리하지 않아야겠어.,joy
친구들이 나만 가지고 놀려. 짜증 나. 친구들이 계속 내 별명 가지고 놀려서 속상하고 화나. 부끄럽고 듣기 싫어. 그 별명은 안 불러줬으면 좋겠어.,anger
나 마침내 내 진로를 찾은 거 같아! 이번에 직업체험으로 네일아트에 관해서 체험하게 됐는데 작품이 잘나와서 칭찬도 받았고 즐거웠어! 네일아트가 재미있고 행복하지만 확정까지는 아니야. 이직 고민단계.? 부모님도 싫어하시고.!,joy
나는 매달 월세 받아서 별로 걱정이 없어. 응. 나는 대출을 끼고 건물을 샀지.,joy
오늘도 야근인데 야근 수당도 못 받으며 일하고 있어 너무 억울해. 그렇다고 야근을 하지 않으면 해고당할 텐데. 솔직히 나도 이제 쉬고 싶어. 일단 노동청에 신고라도 할 거야! 야근 수당도 안 주는 회사 내가 나갈 거야!,sadness
이번 추석에 제주도로 여행을 가고 싶어. 그런데 정부에서 이동을 자제하라고 해서 다른 사람들에게 제주도로 여행을 갈 거라고 말하지는 않고 있어. 여행가는 건 내 자유인데 다른 사람들의 시선이 신경이 쓰이네.,anxiety
요즘 가족들과의 대화가 너무 없어진 것 같아. 한동안 바빠서 집에 자주 못 갔었는데 그래서 그런지 가족들과 어색해졌어. 맞아. 요즘은 집에만 있으니까 어색해도 가족들한테 말을 좀 걸어야겠어.,anxiety
요즘 집안 재정이 좋지 않아 아주 비통해. 주식해서 돈을 많이 잃었는데 이제 주식은 안해야지.,sadness
나는 왜 이렇게 살아가는 거지 생각은 하는데 정말 이런 내가 지겨워. 인생의 목표라고 할 게 없어. 그리고 자식한테 어떤 엄마로 보일지 참 내가 한심해. 모르겠어. 산책으로 일단 기분 전환 좀 해야겠어.,anger
결혼한 지 얼마 안 된 신혼이야. 그런데 아내가 내 배만 보면 한숨만 푹푹 쉬어. 결혼 전엔 귀엽다고 그래놓곤. 건강검진에서 복부비만이 심하고 지방이 많다고 나왔거든. 같이 먹자고 할 때는 언제고 갑자기 살을 빼려니 너무 힘들다. 그래도 빼도록 노력해야겠지?,anger
요즘 취업 준비를 하고 있는데 쉽지 않은 것 같아. 지원서를 열심히 준비해서 제출해도 불합격될 때가 많아. 정말 속상해. 그리고 스펙도 많이 필요해서 내가 과연 취업할 수 있을까 생각이 들어.,anxiety
아내가 수술을 한다고 해서 걱정했는데 아내가 바로 회복해서 퇴원할 거라고 하니까 마음이 놓이네. 응. 그래도 지금 같은 상황에서 아내를 믿지 않으면 누구를 믿겠어. 기도하면서 아내의 수술이 잘 되길 바라야지.,joy
오늘 자녀들과 대화하다가 너무 혼란스러웠어. 마흔살인 나와 세대 차이가 나는 거 같아서 당황했어.,anxiety
병원에서 정밀 검사를 받아야 한다는 데 너무 불안해. 큰 병이면 어쩌지? 너무 무서워서 병원에 가고 싶지 않아. 그래도 검사를 받고 정확하게 어디가 안 좋은지 알아봐야겠어.,anxiety
요즘 이혼율이 높다는 게 실감이 가네. 내가 당사자가 될 수도 있는 상황이거든. 아내가 더는 나와 같이 살고 싶지 않대. 우리 부부 둘 중에 유책 배우자가 있는 것도 아닌 상황이야. 뭘 어떻게 해야 할지를 모르겠어. 눈물 안 나는 편인데 요즘은 몰래 울게 돼.,depression
돈이 충분하지 않으니까 병원도 제대로 못 가고 슬프네. 원래 지병도 있고 제대로 잘 먹지도 못하고 몸이 말이 아니지. 슬프고 처량해. 운동을 해보려고 하긴 하는데 운동도 돈이 많이 들더라고.,sadness
아무런 노후 준비도 못 했는데 벌써 나이를 이렇게 먹어서 슬프기만 하네. 노후준비가 아무것도 안 되어 있는데 앞으로 어떻게 살아가지? 너무 막막해. 모르겠어. 혼자서는 너무 버거운 문제야.,depression
살림과 육아를 위해 남편과 살고 있는 것 같아. 응. 이런 생활을 계속 이어나가야 할지 고민돼. 남편에게 내 마음을 얘기해 봐야겠어.,anger
팀장은 조금만 어렵고 귀찮은 일 있으면 다 나한테 떠넘겨. 아무리 내가 밑의 사람이라도 너무 한 거 아니야. 저 인간 저 버릇 어떻게 고쳐줄지 고민 중이야. 아들의 지인들과 만나 아들을 추억하는 시간을 가지고 싶어.,sadness
어렸을 적 친구들과 점점 멀어지는 것 같아서 눈물이 나. 아무래도 다들 일을 하게 되면서 예전보다 연락 빈도가 줄어들어서 그런 것 같아.,depression
"주변에서 인정해 줬는데, 실제적으로 결과물이 없어 크게 실망했다",depression
최근에 용돈을 주식에 투자했는데 손실이라 슬퍼. 안 그래도 종목을 추천해준 친구한테 얘기했는데 나한테 너무 미안해해서 더 속상해. 글쎄. 맛있는 저녁이라도 먹으면 괜찮아지려나.,sadness
내가 자꾸 싫어져. 내 탓만 하고 그러면서 자녀들과 사이가 멀어지는 거 같아. 자녀분들과 싸울 때마다 이유가 내 탓 같아서 날 비난하게 돼. 자녀들과 대화 하면서 문제점을 찾아야겠어.,anger
부모님과 자꾸 충돌이 생겨서 너무 속상해 그냥 울고 싶어. 이런 상황이 반복되니까 너무 힘들어. 부모님과 싸우더라도 진솔한 대화를 나눴어.,depression
의사가 이제 산책 정도는 괜찮다 해서 너무 기뻐. 얼른 아내와 함께 산책하고 싶네. 병원 안에서 가만히 있는 것이 내게는 너무 고통스러웠어. 사소한 일 하나하나에도 조심하면서 생활할 거야.,joy
뚱뚱한 내 몸을 보니깐 이렇게 살찌도록 관리 못 한 나 자신이 너무 환멸스러워. 좀 더 내 몸을 관리했다면 이렇게까지 살찌지는 않았을 거니깐. 이번에는 큰 결심 했어. 내 건강을 위해서 노력할 거야.,sadness
몸이 아파서 일을 못 하고 있어. 그래서 가족들의 생활비를 벌어오지 못해서 슬퍼. 나는 왜 몸이 아픈 걸까? 나도 그렇고 나를 만난 가족들도 그렇고 정말로 불행한 것 같아. 우선 빨리 나을 방법을 찾아야겠어. 그다음에 일을 구하도록 해야지.,sadness
회사생활을 하다가 장애가 생겨서 나오게 됐어. 자영업을 해야 하나? 가게를 차리려면 한두 푼 드는 게 아니라서 더 짜증이 나네. 아직은 없어. 더 고민해봐야겠어.,anxiety
우울증을 겪고 있는 남편이 요즘은 위로해줘도 나아지지 않아 마음이 아파. 나도 남편도 몸이 안 좋아서 더 걱정이야. 가까운 날에 병원 예약을 해서 상담도 받고 그래야 할까 봐.,depression
전화보다 문자 메시지를 자주 하자는 노인정 할머니 말에 걱정이 태산이야. 나는 문자 메시지가 익숙하지 않거든. 문자 메시지를 못하는 걸 노인정 할머니가 알면 얼마나 창피하겠어. 손주 녀석한테 배워야 하나 고민이야. 역시 아무리 생각해봐도 제일 좋은 방법은 손주한테 문자 메시지를 배우는 거야. 오늘부터 당장 배워봐야겠다.,anxiety
더 어렸을 때 자식들한테 잘해줄 걸 하고 후회가 돼. 어렸을 때가 제일 중요하다고 하던데 그 시간을 다 놓친 것 같아. 이제부터라도 애들을 위한 시간을 보내야지.,sadness
오늘 여자친구와 헤어져서 울었어. 응. 아직 치유가 안 되네.,sadness
당뇨가 있어서 매일 운동을 해야하는데 함께 운동 해 주는 동네 언니가 있어서 너무 좋아. 대체적으로 매일 하려고 노력하고 있어. 너무 좋은 언니라서 평생 친하게 지낼꺼야.,joy
남편은 내 우울증을 이해하지 못해. 그래서 너무 슬퍼. 남편마저 내 병을 귀찮아하는 것 같아 우울해. 같이 병원에 가서 의사와 이야기 한다면 조금은 내 병을 이해해 줄 것 같아.,depression
회사에 신입으로 들어갔는데 팀원들이 날 너무 괴롭히는 것 같아. 난 시킨 대로 일을 하는데 더 빨리 정확하게 못 하느냐고 자꾸 날 닦달해. 그러니깐 말이야. 내가 처음인데 어떻게 빨리 정확하게 할 수 있겠어.,anger
시험을 생각보다 잘 봐서 다행이야. 다음 시험도 잘 봤으면 좋겠어.,joy
내 나이에 벌써 노안이라니 말도 안 돼. 다른 친구들은 아직 멀쩡한데 벌써 돋보기안경을 써야 하는 나 자신이 너무 화가 나. 남편과 저녁을 먹으면서 신세 한탄을 하면 기분이 나아질 거야.,anger
내가 돈이 없어서 병원에 가는 걸 망설이고 있지만 자녀에게 말해도 도와주지 않아. 너무 속상하다. 병원은 가야할 것 같은데 어떡하지? 자식한테 솔직하게 말해봐야겠어.,sadness
이 나라는 전혀 우리 세대를 생각하지 않아. 진로특강을 들었는데 요즘 세대들 배불렀다고 하잖아. 그런 사람들이 진로특강을 하는 나라니 망할 것 같아.,sadness
건드려도 반응이 없을 정도로 힘이없다,depression
인생이 슬프고 눈물이 앞을 가려서 견딜 수 없어. 암 병으로 사 개월 정도 살면 죽는데. 사랑하는 모든 사람과 이별하고 앞으로 내 앞에 펼쳐질 어떤 상황이 두렵기도 하고 뭐가 뭔지 모르겠어.,depression
이번에 교수님이 우리 조 팀플레이 발표를 들으시더니 참신하다고 칭찬하셨어. 에이 플러스를 기대해도 되겠어. 이번 팀플레이는 팀원들이 적극적으로 임해서 크게 힘들지 않고 좋은 결과를 낼 수 있었어. 다들 친해지고 싶은데 만나서 밥 한번 먹자고 해야겠어.,joy
곧 정년퇴직이야. 앞으로 어떻게 살아야 할까? 아직 없어. 그동안 살기도 바빴거든.,anxiety
딸 아이 방에서 담배가 나왔어. 우리 아이가 나한테 숨기는 게 있다니 실망스러워. 이제 겨우 고등학교 입학했는데 담배를 피우고 아닌 척 속이기까지 하다니 충격이야. 아직은 공부에 집중해야 하고 흡연은 성인이 되어서 해도 되니까 금연하도록 해야지.,sadness
다들 내가 하는 말을 오해하는 것 같아. 어휘 선택에서 문제가 있었던 것 같아. 이제는 더 이상 사람들에게 오해를 사고 싶지 않아.,anxiety
진짜 짜증나 우리 엄마아빠는 너무 싸워. 볼 때마다 화나. 우리들 보고는 싸우지 말고 사이좋게 지내라면서 왜 그러는 거야? 이해가 안 돼. 부모님께 그만 싸워달라고 진심으로 부탁드려야겠어.,anger
치매를 앓고 계시는 할아버지 때문에 엄마랑 아빠가 매일 심하게 다투시네. 울고 싶다. 왜 우리 할아버지께 이런 안 좋은 병이 생겨서 가족이 우울해질까? 엄마와 아빠랑 같이 대화를 나누면서 갈등을 해결해야겠어.,depression
이랬다가 저랬다가 아주 진절머리가 난다 정말! 팀장은 왜 저러나 몰라. 다 귀찮아. 내가 자기 시녀도 아니고 뭐 하자는 건지 모르겠네.,anger
요즘 우리 같은 중년들은 건강에 관심이 많은 편이야. 그래서 방송에 나오는 것을 따라 하곤 해. 응. 좋다는 것은 다 하는 편이지. 기분인지 건강도 좋아진 것 같아.,joy
난 가끔 남편과 싸울 때면 이러다 황혼 이혼이라도 하는 거 아닐지 불안해져. 그럼 당연히 그렇지. 사이좋게 지내는 게 최선인데 같이 여행이라도 가서 관계를 회복해야 할 것 같아.,anxiety
장애가 있어서 지위를 잃게 되면서 경제적으로 어려워졌어. 나한테만 이런 일이 일어난 것 같아 우울한 기분이 들어. 가족들과 얘기해보면서 방법을 찾고 싶어.,depression
직장 건강검진을 받았는데 나보고 운동 많이 하라고 그러더라고. 대사증후군 의심 소견이라고. 누가 운동해야 하는 것을 모르는 것도 아니고 시간도 없고 일하느라 바빠서 그렇지. 퇴근하면 몸이 꼼짝을 안 해.,anger
사업이 어려워져서 아내가 아이들을 위한 적금을 깨서 줬어. 아내와 아이들을 위해 뭔가를 해주기는커녕 오히려 도움을 받고 있으니 눈물이 날 것 같아. 간만에 가족들을 데리고 외식을 하고 대화도 좀 나눠야겠어.,depression
우울증을 앓는 부인을 보면 안타깝고 마음이 아파. 내가 해줄 수 있는 게 없어서 슬프고 나마저도 힘들어. 의사 선생님께 조언을 듣고 부인에게 더 보탬이 될 수 있다면 좋겠어.,depression
내가 평생을 일했는데 집 한 채 없는 게 말이 돼! 세상이 엉망이야! 나이 환갑이 넘도록 쉬지 않고 일했는데 돈이 없어. 아무리 열심히 해도 결과가 이거야. 정말 속상해. 앞으로 살날은 막막하고 그래도 건강하니 다행이지.,anger
담임 선생님께 성적이 안 올라서 고민이라고 상담을 부탁드렸는데 덕분에 명쾌히 고민이 해결됐어. 너무 감사해. 고맙다고 짧게 편지를 써서 드려야겠어. 무엇보다 이번 시험을 꼭 잘 봐서 결과로 보여드릴 거야.,joy
코로나 때문에 유연 근무를 하게 되어서 급여가 줄었어. 아이들도 내가 집에 자꾸 있으니까 어색해서 눈치 보는 거 같아. 애들이랑 놀아주든지 아니면 남는 시간에 아르바이트라도 해야 할 텐데.,anxiety
엄마를 위해서 열심히 장봐서 요리했는데 해산물을 못 먹는다고 바로 버리셨어. 버린 건 아깝지만 해산물 안 들어간 다른 요리를 해줄까 봐. 집에 있는 고기로 요리해야겠어. 엄마가 좋아해야 할 텐데.,sadness
열심히 노력하는데 실적도 오르지 않고 동료보다 승진이 늦어져서 나 자신이 한심하다고 느껴져. 내 능력이 부족한 걸까? 열심히 하는데도 남들은 빨리 끝내는 일을 왜 난 이렇게 오래 걸리는 걸까?,sadness
아들이 한 번도 빠짐 없이 매달 용돈을 보내줘서 기뻐. 매번 받기만 하는 게 사실은 미안한 마음이 들어. 작은 일이라도 내가 직접 해서 아들의 부담을 줄여줘야겠어.,joy
아들 성적이 안 좋아 걱정이야. 내 기준에 못 미치니까 격려보다 자꾸 야단을 치게 되네. 그럼 아들에게도 실망이고 나 자신에게도 실망이고.,sadness
나는 틱이 있어서 불안하면 눈을 깜박여. 그걸로 부모님이 서로를 탓하시는 데 너무 슬퍼. 삼대독잔데 이런 질환이 생겼다고 할머니부터 난리 치시거든. 정말 울고 싶어. 열심히 치료하고 부모님과 대화도 해볼 거야.,depression
학교폭력을 당하고 있는데 내가 아무리 노력해도 상황이 바뀌지 않아서 낙담했어. 나 말고는 다들 상황의 심각성을 모르는 것 같아 슬프고 답답해. 내가 겪은 일들의 증거를 수집해서 상황의 심각성을 사람들에게 알려야겠어.,sadness
여행 계획 짜는데 우리 가족 모두가 내 말을 수용해 주니까 정말 고맙고 기뻤어. 가족들이 날 믿어주고 내 계획을 찬성하니 기분이 너무 좋아. 내 여행 취향을 존중하고 날 믿어주는 게 너무 좋고 고마워.,joy
친구랑 대화하다 내가 괜히 어려운 단어를 쓴다고 싸웠어. 난 그냥 책 이야기 꺼낸 거였는데 매번 잘난 척한다는 얘기를 듣는 게 지긋지긋해. 앞으론 되도록 책 이야기는 꺼내지 않도록 해야겠어.,anger
작년 까지만 해도 잘 지내던 이웃이 있었네. 한동안 안보여서 궁금했는데 치매를 앓고있었어. 내가 너무 무심했단 생각이 들어서 자책하게 되었어.,anger
부장님이 자꾸 내게 술 먹는 걸 강요해. 계속되는 술 강요에 부장만 보면 화가 나서 구역질이 날 거 같아. 같이 안 가면 날 자를 거래. 이제 술 마시는 것도 지겹고 빨리 집에 가고 싶어.,anger
딸이 보낸 영양제 덕분에 훨씬 건강해진 느낌이야! 딸이 월급 받을 때마다 항상 영양제 선물을 보내 주어서 고마워. 건강하라고 영양제 선물을 보내주는데 잘 챙겨 먹어야겠어.,joy
엄마는 내가 어디서 뭘 하든 걱정도 안 되나 봐. 진짜 짜증 나. 오늘 참관수업에 꼭 와달라고 했는데 오지 않았어. 급한 일도 없었으면서. 내가 지금 느끼는 서운한 감정을 전부 말해줄 거야.,anxiety
무서운 친구가 나한테 관심을 가질까 봐 겁 나고 두려워. 그 친구는 마음에 들면 무척 잘해주다가도 조금만 눈 밖에 나면 괴롭히기 시작해서 너무 무서워. 최대한 눈에 안 띄게 조용히 다녀야겠어.,anger
이번 직장 괜히 들어왔다. 내가 원하던 곳이라 생각했는데 아니었어. 완전 다른 일을 시키니까.,sadness
내 고민 나는 심각했는데 친구는 별거 아니라는 듯이 말하더라. 공감해 줬으면 했는데. 왜냐면 나는 항상 그 친구의 고민을 신경 써서 들어줬거든. 근데 걘 그렇지 않아서 실망스러워. 아무래도 그 친구에게 직접 이야기를 꺼내 봐야겠어. 의도하지 않은 걸 수도 있으니까.,sadness
건강 검진 결과가 나왔는데 너무 우울해. 신장이 조금 안 좋다고 나와서 앞으로 관리 좀 하려고.,depression
나는 인기 많은 사람이라 결혼은 걱정 안 돼. 내 매력이 많은가 봐. 결혼에 자신 있어. 응. 미래의 좋은 남편이 되도록 노력해야지.,joy
노인정 박 씨가 치매에 걸려 나를 못 알아봐서 슬퍼. 얼마 전까지만 해도 괜찮았는데 나도 저렇게 될까 봐 불안해. 기억력 감퇴를 막기 위해서 여러 활동들을 시작해야겠어.,sadness
큰소리치던 젊은 시절은 다 있었을 텐데 노년이 되니 남의 눈치나 보게 되고 남자 구실도 못하는 것 같아. 높은 지위로 우러러봐 주기를 바라는 게 아니라 그저 가정이나 사회 생활에서 무시당하지 않고 살아야 하는데. 가장 큰 어려움은 가부장적 지위는커녕 어찌해야 할지 모르고 마누라 눈치 보며 안절부절 하는 내 모습이 안쓰러워.,anxiety
내 주변 사람들은 아무도 나를 신경 쓰지 않는 것 같아 슬퍼. 내 생일인데 아무도 축하해주지 않았거든. 일단 오늘은 내 생일이니까. 좋아하는 피자를 먹으면서 기분 좋은 하루를 보낼 거야.,sadness
나는 얼마 전 강직 척추염으로 병원에 다녀온 적이 있다네. 허리에 통증이 오는데 일상이 아주 불편 하다네. 가끔 겪는 일인데도 몸이 불편하니 짜증이 많이 나는군.,anxiety
회사에서 이번에 대형 장기 프로젝트를 하는데 내가 리더로 추천 받았어! 솔직히 아직 어리니까 안 될 거라고 생각했는데. 기뻐. 이번 계기로 다른 사람들에게 내 유능함을 제대로 보여줄 거야.,joy
난 나이가 들었는데 노후 준비를 해놓은 게 거의 없어. 내가 왜 이렇게 되었는지 모르겠고 어디서부터 바뀌어야 하는지도 모르겠어. 일단 돈을 벌어서 저축을 먼저 하는 게 우선이겠지.,anxiety
나 친구 때문에 요즘 불안해. 요즘 친한 친구가 연락이 안 돼서 걱정돼. 친구가 오늘까지 연락이 안 되면 집에 찾아가야겠어.,anxiety
열심히 준비해도 상사의 마지막 말 한마디에 일이 뒤바뀌니 기운이 빠져. 상사의 말 한마디에 일이 뒤바뀌니 너무 스트레스받아. 역시 솔직하게 말씀드려 봐야겠어.,anxiety
나이를 점점 들어 언제 회사에서 쫓겨날지 모르고 몸은 여기저기 안 아픈 곳이 없고 모아 둔 돈은 하나도 없고 정말 우울해. 이럴 줄 알았으면 젊을 때 놀지만 말고 열심히 돈이라도 모아 둘걸 그랬어. 오늘은 빨리 집에 들어가서 맥주라도 한잔하면서 우울함을 달래야겠다.,depression
벌써 대학 졸업반인데 내가 하고 싶은 일이 뭔지 모르겠어. 이대로 전공과 아무 상관없는 곳에 취직하게 되는 걸까? 응. 사실 전공과 관련된 일을 하고 싶은데 자신이 없었나 봐.,anxiety
우리 집에선 아무도 나를 존중하지 않아. 마치 그림자 같다고 할까. 내 말은 다 무시하고 다 자기들 마음대로 하지. 그럴 때마다 온몸과 감정이 마비되는 느낌을 받아.,sadness
팀장님이 하신 말로 상처를 받았는데 생각해 보니까 한편으로는 감사하더라. 회사에서 경쟁하는 게 힘들었는데 조언을 받으니 더 신뢰가 생겼다고나 할까? 응. 팀장님이 좋아하시도록 자기 계발에 힘쓰고 내 분야에 대해 깊이 공부 해야겠어.,joy
남자친구가 바람을 피워서 헤어졌어. 배신감에 분노를 참을 수가 없어. 친구한테 욕이라도 하면서 기분을 풀어야겠어.,anger
아내가 노후 자금을 들고 도망치는 바람에 생활이 힘들어져 슬퍼. 몸도 성치 않아 병원비도 많이 드는데 앞으로 어떻게 살아야 할지 막막해. 자식들에게 연락해서 도움을 청해야겠어.,sadness
친구가 호프집 아르바이트를 소개해줘서 하고 있는데 너무 힘들어. 괜히 한 것 같아. 청소도 너무 힘들고 사람이 많아서 매장이 너무 시끄러워. 이번 주까지만 일을 하고 다른 곳을 찾아볼까 봐.,anger
엄마는 아직도 나를 못 믿나 봐. 이제 나도 성인인데 자꾸 간섭하니까 힘들고 지쳐. 내가 하는 게 다 맘에 안 든대. 이제 싸우는 것도 지치고 그냥 아무것도 하고 싶지 않아. 아무래도 엄마가 좀 진정되면 먼저 말을 꺼내 봐야겠어.,depression
요즘 친구들 사이에서 내 감정이 메마르고 이성이 마비된 느낌을 받아. 일이 너무 바빠 마음의 여유가 없어서 상대의 입장이 공감되지 않더라고. 응. 내 할 일하기도 바쁜데 다른 것에 신경 쓸 수가 있나.,sadness
대학교 조별 과제를 하는 중인데 과제에 참여를 안 하는 구성원 때문에 화가 나. 좋은 점수를 받기 위해서는 구성원 전체가 과제에 진지하게 임해야 한다고 전화로 설득해야겠어.,anger
학교에서 따돌림 당하는 게 너무 억울하고 화가나. 아직까진 잘 모르겠어. 화만 나.,anger
이번에 취업했는데 내 전공 쪽은 아니어서 걱정이네. 예전엔 공대 계열이었는데 지금은 사회 복지야. 아직 아무것도 몰라서 더 공부하고 알아봐야 할 거 같아.,depression
이번 달에도 매출이 떨어졌어. 앞으로 회사가 더 어려워질 것 같아서 슬퍼. 나도 그렇고 다들 열심히 노력하는데도 매출이 떨어지는 것 같아. 같이 일하는 동료들이 힘을 낼 수 있도록 격려라도 해 줘야겠어.,sadness
늙어서 돈이 없으니 사람 만날 기회도 없어. 친구들처럼 좋은 시설에서 사람들과 어울리고 싶어. 돈이 좀 적게 드는 취미 모임이라도 가봐야겠어.,sadness
도서관에서 공부하려고 생각중인데 내일 점심은 어떻게하지? 응. 내일 주위 가게에 문을 다 닫아서 걱정이돼. 아 어머니보고 도시락 싸달라고 해야겠어. 분명 말씀드려도 거절하시지 않을거야.,joy
오늘 계단을 내려가고 있는데 옆집 할아버지께서 나에게 욕설을 해대서 너무 화났어. 알고 보니 옆집 할아버지께서 치매에 걸리셔서 그러신 거라고 하셨어. 그래도 난 너무 화가 났어. 이번이 처음이니까 이해해드리는 것도 좋은 방법인 거 같아.,anger
오늘은 손자와 같이 동물원에 갈 거야. 느긋하게 동물들 보면서 놀다 오려고. 너무 좋지. 좋은 시간 함께 보내다 올 거야.,joy
나이가 들고나니까 새로운 친구 사귀는 게 힘든 거 같아. 등산 동호회에 가입하기로 했어.,anxiety
요새 쭉 학교 폭력에 관한 교육을 받고 있어. 내 주변에는 그런 벗이 없는 것 같은데 말이야. 어째서 다른 사람들을 괴롭히는 거지? 이해가 잘 가지 않아.,anger
난 무릎 관절이 안 좋은데 남편이 자꾸 산책을 가자고 해서 힘들어. 맞아. 그래서 산책을 같이 나가는데 앞으로는 어떻게 거절해야 할지 모르겠어. 무릎이 아프다고 솔직하게 말하고 산책은 일주일에 한 번만 가자고 해야겠어.,anger
앞으로 괴롭힘을 당할 때마다 반 친구들이 도와주기로 약속했어! 정말 좋은 친구들을 뒀구나 생각했어. 나도 더 잘해줘야겠다고 생각했어. 그래야지. 앞으로 나도 괴롭힘당하는 친구들 있으면 도와 줄거야!,joy
어떡하지? 나 올해까지 계속 이런 반 생활을 지속하면 안되는데. 내내 따돌림당하고 친구들한테 얕보이는 생활 말하는 거야. 응. 지난해에도 지지난해에도 그랬어.,anxiety
최근에 너무 힘들어서 기운이 없어. 오늘도 부모님들이 다투셨어. 내가 양친께 조금 더 관심을 가지고 서로의 분노를 풀어드려야 될 것 같아.,sadness
학교에서 왕따를 당하는 내가 너무 한심하고 짜증 나. 나를 왕따 시키는 애들에게 복수하고 싶어. 증거물을 모아 경찰서에 신고해야겠어.,anxiety
이번 기말고사 성적이 올라서 너무 기뻐. 평균이 십 점이나 올랐어. 예습과 복습을 철저히 했던 것이 성적 향상에 주요 원인인 것 같아.,joy
아내가 지병으로 떠났는데 이제 나 혼자 어떡하나? 너무 고독하고 허탈해. 아무런 기운이 나질 않아. 모든 게 의미 없게 느껴지고 힘들어. 일어나서 산책이라도 좀 하고 와야겠어.,sadness
이제 곧 퇴직을 할 때가 다가오니 내 일이 점점 없어져서 허무하네. 이제 날 찾아주는 곳이 아무 데도 없을 것 같아 취업자리도 못 찾고 있어. 노후자금 때문에 쉴 수 없으니 일단 되는 대로 이력서를 넣어봐야겠어.,depression
직장을 구하는 것이 이렇게 힘든 일일 줄이야. 이번에는 취업을 할 줄 알았는데 실패했어. 그동안 준비를 나름 한다고 했는데 이런 결과가 나와서 실망스러워. 눈물이 나.,depression
사람들이 흥미나 특기를 물어보면 뭐라 해야 할지 모르겠어. 새로운 일을 찾아보는 것도 이제는 지쳤어. 나가서 친구들은 무엇을 하며 사는지 대화를 해야겠어.,depression
최근에 살이 오 킬로그램이나 빠졌어 너무 기뻐! 친구의 권유로 헬스장에 등록해서 매일 나가고 있는 덕분인 것 같아. 밥은 똑같이 먹는데 살이 빠지고 있어. 효과가 좋아서 주변 친구들에게도 추천해 주고 싶어.,joy
명절에 모였는데 다들 나에게만 뭐라고 해서 당혹스러웠어. 다들 나보고 앞으로 뭐 먹고 살 거냐고 안달복달을 하는 거야. 다음 명절부터는 안 가야겠어.,anxiety
최근 코로나 영향으로 취업 자리가 많이 줄어서 너무 힘들어. 응. 조금의 여유를 가져보려고 해. 필요한 공부 하면서 시간을 보내려고.,sadness
